"ID"	"name"	"source"	"Parent"	"Interaction"	"Target"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"GTP"	"-a>"	"CDC42/GTP"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"CDC42/GDP"	"-a>"	"GDP"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"CDC42/GDP"	"-a>"	"CDC42/GTP"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"p130_Cas/Crk"	"component>"	"CRK"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"p130_Cas/Crk"	"component>"	"p130_Cas"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"PI-3-4-5-P3"	"-a>"	"GAB1"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"GAB1"	"-a>"	"HGF(dimer)/MET(dimer)"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"ARHGEF4"	"component>"	"APC/ASEF"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"APC"	"component>"	"APC/ASEF"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"CRK"	"component>"	"HGF(dimer)/MET(dimer)/GAB1/CRK"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"HGF(dimer)/MET(dimer)/GAB1"	"component>"	"HGF(dimer)/MET(dimer)/GAB1/CRK"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"PI-3-4-5-P3"	"-a>"	"PDPK1"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"GTP"	"-a>"	"PAK1"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"RAC1/GDP"	"-a>"	"GDP"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"RAC1/GDP"	"-a>"	"PAK1"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"PI-4-5-P2"	"-a>"	"PI-3-4-5-P3"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"SRC"	"-a>"	"PXN"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"PAK1"	"-ap>"	"lamellipodium_assembly"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"PXN"	"-a>"	"FAK"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"IP3"	"-a>"	"Ca2+"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"GAB1/N-WASP"	"component>"	"HGF(dimer)/MET(dimer)/GAB1/N-WASP"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"HGF(dimer)/MET(dimer)"	"component>"	"HGF(dimer)/MET(dimer)/GAB1/N-WASP"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"CDC42/GTP"	"-a>"	"PAK1"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"GAB1"	"component>"	"HGF(dimer)/MET(dimer)/GAB1"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"HGF(dimer)/MET(dimer)"	"component>"	"HGF(dimer)/MET(dimer)/GAB1"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"GRB2/SOS1"	"component>"	"HGF(dimer)/MET(dimer)/p52_SHC/GRB2/SOS1"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"HGF(dimer)/MET(dimer)/p52_SHC"	"component>"	"HGF(dimer)/MET(dimer)/p52_SHC/GRB2/SOS1"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"HGF(dimer)/MET(dimer)/GAB1"	"-a>"	"PI3K"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"HGF(dimer)/MET(dimer)/GAB1/CRK"	"-a>"	"MAPK8"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"AKT1-2"	"-a>"	"AKT1-2-active"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"MAP2K4"	"-a>"	"MAPK8"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"GAB2"	"component>"	"HGF(dimer)/MET(dimer)/GAB2"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"HGF(dimer)/MET(dimer)"	"component>"	"HGF(dimer)/MET(dimer)/GAB2"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"HGF(dimer)/MET(dimer)"	"component>"	"HGF(dimer)/MET(dimer)/SHIP2"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"INPPL1"	"component>"	"HGF(dimer)/MET(dimer)/SHIP2"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"HGF"	"component>"	"CTNNB1"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"MET/beta_catenin"	"component>"	"CTNNB1"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"MET/beta_catenin"	"component>"	"HGF(dimer)/MET(dimer)"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"GRB2"	"component>"	"HGF(dimer)/MET(dimer)/GRB2"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"HGF(dimer)/MET(dimer)"	"component>"	"HGF(dimer)/MET(dimer)/GRB2"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"PAK1"	"-a>"	"PAK1"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"E-cadherin/beta_catenin/alpha_cateninNUMB/Par3/Par6/Atypical_PKCs"	"component>"	"E-cadherin/beta_catenin/alpha_catenin/Par3"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"E-cadherin/beta_catenin/alpha_cateninNUMB/Par3/Par6/Atypical_PKCs"	"component>"	"NUMB/Atypical_PKCs/Par6"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"AKT1-2-active"	"-a>"	"BAD"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"HRAS/GTP"	"-a>"	"PI3K"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"HGF(dimer)/MET(dimer)"	"-ap>"	"positive_regulation_of_tyrosine_phosphorylation_of_STAT_protein"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"GTP"	"-a>"	"Rap1/GTP"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"RAP1/GDP"	"-a>"	"GDP"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"RAP1/GDP"	"-a>"	"Rap1/GTP"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"GRB2/GAB1"	"component>"	"HGF(dimer)/MET(dimer)/GRB2/GAB1"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"HGF(dimer)/MET(dimer)"	"component>"	"HGF(dimer)/MET(dimer)/GRB2/GAB1"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"ERK1-2"	"-a>"	"ERK1-2-active"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"HGF(dimer)/MET(dimer)"	"-a>"	"PLCG1"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"HGF(dimer)/MET(dimer)/GAB1"	"-a>"	"HGF(dimer)/MET(dimer)/GAB1"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"FAK"	"-a>"	"PI3K"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"EPS15"	"component>"	"HGF(dimer)/MET(dimer)/GRB2/EPS15"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"HGF(dimer)/MET(dimer)/GRB2"	"component>"	"HGF(dimer)/MET(dimer)/GRB2/EPS15"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"MEKK1"	"-a>"	"MAP2K4"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"HGF(dimer)/MET(dimer)"	"component>"	"HGF(dimer)/MET(dimer)/SHIP"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"SHIP"	"component>"	"HGF(dimer)/MET(dimer)/SHIP"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"SHP2"	"component>"	"HGF(dimer)/MET(dimer)/GAB1/SHP2"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"HGF(dimer)/MET(dimer)/GAB1"	"component>"	"HGF(dimer)/MET(dimer)/GAB1/SHP2"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"BAD"	"-ap|"	"apoptosis"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"HGF(dimer)/MET(dimer)"	"-a>"	"SRC"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"CDC42/GTP"	"-a>"	"PAK2"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"GTP"	"-a>"	"RAB5/GTP"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"RAB5/GDP"	"-a>"	"GDP"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"RAB5/GDP"	"-a>"	"RAB5/GTP"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"HRAS/GTP"	"-a>"	"RAF1"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"ERK1-2-active"	"-a>"	"ETS1"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"Arp2/3_complex"	"-ap>"	"ruffle_organization"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"RANBP10"	"component>"	"HGF(dimer)/MET(dimer)/RANBP10"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"RANBP10"	"component>"	"HGF(dimer)/MET(dimer)/RANBP9/SOS1"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"RANBP9/SOS1"	"component>"	"HGF(dimer)/MET(dimer)/RANBP10"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"RANBP9/SOS1"	"component>"	"HGF(dimer)/MET(dimer)/RANBP9/SOS1"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"HGF(dimer)/MET(dimer)"	"component>"	"HGF(dimer)/MET(dimer)/RANBP10"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"HGF(dimer)/MET(dimer)"	"component>"	"HGF(dimer)/MET(dimer)/RANBP9/SOS1"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"HGF(dimer)/MET(dimer)/GAB1/CRKL"	"-a>"	"RAPGEF1"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"PAK4"	"component>"	"HGF(dimer)/MET(dimer)/GAB1/PAK4"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"HGF(dimer)/MET(dimer)/GAB1"	"component>"	"HGF(dimer)/MET(dimer)/GAB1/PAK4"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"EGR1"	"-t>"	"SNAI1"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"receptor_internalization"	"-a>"	"E-cadherin/beta_catenin/alpha_catenin"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"mTORC1/PRAS40/DEPTOR"	"component>"	"DEPTOR"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"mTORC1/PRAS40/DEPTOR"	"component>"	"AKT1S1"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"mTORC1/PRAS40/DEPTOR"	"component>"	"mTORC1"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"HRAS/GTP"	"-a>"	"RIN2"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"MAPK8"	"-a>"	"JUN"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"GRB2/SOS1"	"component>"	"HGF(dimer)/MET(dimer)/GRB2/SOS1"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"HGF(dimer)/MET(dimer)"	"component>"	"HGF(dimer)/MET(dimer)/GRB2/SOS1"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"MEK1-2"	"-a>"	"MEK1-2-active"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"PAK1"	"-a>"	"MEKK1"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"PAK1"	"-a>"	"PAK2"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"GTP"	"-a>"	"ARF6/GTP"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"ARF6/GDP"	"-a>"	"GDP"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"ARF6/GDP"	"-a>"	"ARF6/GTP"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"ERK1-2-active"	"-t>"	"EGR1"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"HGF(dimer)/MET(dimer)/GAB1"	"-a>"	"PLCG1"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"CRKL"	"component>"	"HGF(dimer)/MET(dimer)/GAB1/CRKL"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"HGF(dimer)/MET(dimer)/GAB1"	"component>"	"HGF(dimer)/MET(dimer)/GAB1/CRKL"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"HGF(dimer)/MET(dimer)/GAB1/N-WASP/NCK1-2"	"-a>"	"Arp2/3_complex"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"HGF(dimer)/MET(dimer)"	"-ap>"	"degradation"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"PI-4-5-P2"	"-a>"	"IP3"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"PI-4-5-P2"	"-a>"	"DAG"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"GRB2/SOS1"	"component>"	"FAK/GRB2/SOS1"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"FAK"	"component>"	"FAK/GRB2/SOS1"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"NCK1-2"	"component>"	"HGF(dimer)/MET(dimer)/GAB1/N-WASP/NCK1-2"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"HGF(dimer)/MET(dimer)/GAB1/N-WASP"	"component>"	"HGF(dimer)/MET(dimer)/GAB1/N-WASP/NCK1-2"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"HGF"	"component>"	"HGF(dimer)/MET(dimer)"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"MET"	"component>"	"HGF(dimer)/MET(dimer)"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"4E-BP1/eIF4E"	"-a>"	"4E-BP1/eIF4E"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"p52_SHC"	"component>"	"HGF(dimer)/MET(dimer)/p52_SHC"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"HGF(dimer)/MET(dimer)"	"component>"	"HGF(dimer)/MET(dimer)/p52_SHC"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"RAF1"	"-ap>"	"positive_regulation_of_NF-kappaB_transcription_factor_activity"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"HGS"	"-a>"	"HGF(dimer)/MET(dimer)"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"HGF(dimer)/MET(dimer)"	"-a>"	"HGF(dimer)/MET(dimer)"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"CDC42/GTP"	"-a>"	"MEKK1"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"SHP2"	"component>"	"HGF(dimer)/MET(dimer)/GRB2/GAB1/SHP2"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"HGF(dimer)/MET(dimer)/GRB2/GAB1"	"component>"	"HGF(dimer)/MET(dimer)/GRB2/GAB1/SHP2"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"SRC"	"-a>"	"FAK"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"GTP"	"-a>"	"HRAS/GTP"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"HRAS/GDP"	"-a>"	"GDP"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"HRAS/GDP"	"-a>"	"HRAS/GTP"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"GTP"	"-a>"	"GDP"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"GTP"	"-a>"	"RhoA/GTP"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"RhoA/GDP"	"-a>"	"GDP"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"RhoA/GDP"	"-a>"	"RhoA/GTP"
"36885"	"Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)"	"NCI-PID"	"ERK1-2-active"	"-a>"	"PXN"
"36886"	"TNF receptor signaling pathway"	"NCI-PID"	"TNFAIP3"	"component>"	"sTNF-alpha/TNFR1A/TRADD/TRAF2"
"36886"	"TNF receptor signaling pathway"	"NCI-PID"	"sTNF-alpha/TNFR1A/TRADD/RIP/TRAF2/p62/Atypical_PKCs"	"-a>"	"NF_kappa_B1_p50/RelA"
"36886"	"TNF receptor signaling pathway"	"NCI-PID"	"CYLD"	"component>"	"sTNF-alpha/TNFR1A/TRADD/RIP/TRAF2"
"36886"	"TNF receptor signaling pathway"	"NCI-PID"	"sTNF-alpha/TNFR1A/TRADD/STAT1_(dimer)"	"component>"	"sTNF-alpha/TNFR1A/TRADD/TRAF2/FADD"
"36886"	"TNF receptor signaling pathway"	"NCI-PID"	"sTNF-alpha/TNFR1A/TRADD/RIP/TRAF2/cIAP1/cIAP2"	"component>"	"Caspase_8_(tetramer)"
"36886"	"TNF receptor signaling pathway"	"NCI-PID"	"sTNF-alpha/TNFR1A/TRADD/TRAF2/FADD"	"component>"	"Caspase_8_(tetramer)"
"36886"	"TNF receptor signaling pathway"	"NCI-PID"	"ADAM17"	"-a>"	"TNFR2_(cleaved)"
"36886"	"TNF receptor signaling pathway"	"NCI-PID"	"RFFL"	"component>"	"sTNF-alpha/TNFR1A/TRADD/TRAF2"
"36886"	"TNF receptor signaling pathway"	"NCI-PID"	"ADAM17"	"-a>"	"sTNF-alpha"
"36886"	"TNF receptor signaling pathway"	"NCI-PID"	"sTNF-alpha/TNFR1A/TRADD/TRAF2"	"component>"	"TXN"
"36886"	"TNF receptor signaling pathway"	"NCI-PID"	"response_to_oxidative_stress"	"component>"	"TXN"
"36886"	"TNF receptor signaling pathway"	"NCI-PID"	"ASM"	"-a>"	"ceramide"
"36886"	"TNF receptor signaling pathway"	"NCI-PID"	"TRADD"	"component>"	"sTNF-alpha/TNFR1A/TRADD"
"36886"	"TNF receptor signaling pathway"	"NCI-PID"	"sTNF-alpha/TNFR1A"	"component>"	"sTNF-alpha/TNFR1A/TRADD"
"36886"	"TNF receptor signaling pathway"	"NCI-PID"	"GNB2L1"	"component>"	"sTNF-alpha/TNFR1A/FAN/NSMASE/RACK1"
"36886"	"TNF receptor signaling pathway"	"NCI-PID"	"sTNF-alpha/TNFR1A/FAN/NSMASE"	"component>"	"sTNF-alpha/TNFR1A/FAN/NSMASE/RACK1"
"36886"	"TNF receptor signaling pathway"	"NCI-PID"	"TNFR2_(cleaved)"	"component>"	"TNF-alpha/TNFR2_(cleaved)"
"36886"	"TNF receptor signaling pathway"	"NCI-PID"	"TNF-alpha"	"component>"	"TNF-alpha/TNFR2_(cleaved)"
"36886"	"TNF receptor signaling pathway"	"NCI-PID"	"sTNF-alpha/TNFR1A/TRADD/TRAF2"	"-a>"	"Group_I_GCKs"
"36886"	"TNF receptor signaling pathway"	"NCI-PID"	"RelA/NF_kappa_B1"	"-a>"	"NF_kappa_B1_p50/RelA"
"36886"	"TNF receptor signaling pathway"	"NCI-PID"	"TRAF2"	"-ap>"	"proteasomal_ubiquitin-dependent_protein_catabolic_process"
"36886"	"TNF receptor signaling pathway"	"NCI-PID"	"STAT1"	"component>"	"sTNF-alpha/TNFR1A/TRADD/STAT1_(dimer)"
"36886"	"TNF receptor signaling pathway"	"NCI-PID"	"STAT1"	"component>"	"sTNF-alpha/TNFR1A/TRADD/RIP/TRAF2"
"36886"	"TNF receptor signaling pathway"	"NCI-PID"	"TRAF2"	"component>"	"sTNF-alpha/TNFR1A/TRADD/STAT1_(dimer)"
"36886"	"TNF receptor signaling pathway"	"NCI-PID"	"TRAF2"	"component>"	"sTNF-alpha/TNFR1A/TRADD/RIP/TRAF2"
"36886"	"TNF receptor signaling pathway"	"NCI-PID"	"RIPK1"	"component>"	"sTNF-alpha/TNFR1A/TRADD/STAT1_(dimer)"
"36886"	"TNF receptor signaling pathway"	"NCI-PID"	"RIPK1"	"component>"	"sTNF-alpha/TNFR1A/TRADD/RIP/TRAF2"
"36886"	"TNF receptor signaling pathway"	"NCI-PID"	"sTNF-alpha/TNFR1A/TRADD"	"component>"	"sTNF-alpha/TNFR1A/TRADD/STAT1_(dimer)"
"36886"	"TNF receptor signaling pathway"	"NCI-PID"	"sTNF-alpha/TNFR1A/TRADD"	"component>"	"sTNF-alpha/TNFR1A/TRADD/RIP/TRAF2"
"36886"	"TNF receptor signaling pathway"	"NCI-PID"	"FADD"	"component>"	"sTNF-alpha/TNFR1A/TRADD/TRAF2/FADD"
"36886"	"TNF receptor signaling pathway"	"NCI-PID"	"sTNF-alpha/TNFR1A/TRADD/TRAF2"	"component>"	"sTNF-alpha/TNFR1A/TRADD/TRAF2/FADD"
"36886"	"TNF receptor signaling pathway"	"NCI-PID"	"TNFR1A/BAG4"	"component>"	"BAG4"
"36886"	"TNF receptor signaling pathway"	"NCI-PID"	"TNFR1A/BAG4"	"component>"	"sTNF-alpha/TNFR1A"
"36886"	"TNF receptor signaling pathway"	"NCI-PID"	"sTNF-alpha"	"component>"	"BAG4"
"36886"	"TNF receptor signaling pathway"	"NCI-PID"	"sTNF-alpha"	"component>"	"sTNF-alpha/TNFR1A"
"36886"	"TNF receptor signaling pathway"	"NCI-PID"	"Group_I_GCKs"	"-a>"	"MEKK1"
"36886"	"TNF receptor signaling pathway"	"NCI-PID"	"Atypical_PKCs"	"component>"	"sTNF-alpha/TNFR1A/TRADD/RIP/TRAF2/p62/Atypical_PKCs"
"36886"	"TNF receptor signaling pathway"	"NCI-PID"	"SQSTM1"	"component>"	"sTNF-alpha/TNFR1A/TRADD/RIP/TRAF2/p62/Atypical_PKCs"
"36886"	"TNF receptor signaling pathway"	"NCI-PID"	"sTNF-alpha/TNFR1A/TRADD/RIP/TRAF2"	"component>"	"sTNF-alpha/TNFR1A/TRADD/RIP/TRAF2/p62/Atypical_PKCs"
"36886"	"TNF receptor signaling pathway"	"NCI-PID"	"sTNF-alpha/TNFR1A/TRADD/RIP/TRAF2"	"-a>"	"MAP2K3"
"36886"	"TNF receptor signaling pathway"	"NCI-PID"	"MAP2K7"	"-ap>"	"JNK_cascade"
"36886"	"TNF receptor signaling pathway"	"NCI-PID"	"TRAF1/TRAF2"	"component>"	"TNF-alpha/TNFR2_(cleaved)/TRAF1/TRAF2"
"36886"	"TNF receptor signaling pathway"	"NCI-PID"	"TNF-alpha/TNFR2_(cleaved)"	"component>"	"TNF-alpha/TNFR2_(cleaved)/TRAF1/TRAF2"
"36886"	"TNF receptor signaling pathway"	"NCI-PID"	"CASP8"	"component>"	"Caspase_8_(tetramer)"
