HGNC_SYMBOL	GENE
RAPGEF2	RAPGEF2
RAPGEF3	RAPGEF3
RAPGEF4	RAPGEF4
RAPGEF5	RAPGEF5
RAPGEF6	RAPGEF6
RAPGEFL1	RAPGEFL1
CD151	RAPH
RAPH1	RAPH1
RASSF5	RAPL
RAPSN	RAPSN
MTOR	RAPT1
RPTOR	raptor
RAB40B	RAR
RARA	RAR
RAB40A	Rar-2
RAB40AL	RAR2
RAB40A	RAR2A
RARA	RARA
RARB	RARB
RARG	RARC
RARG	RARG
NOL7	RARG-1
RAB40C	RARL
RARRES1	RARRES1
RARRES2	RARRES2
RARRES3	RARRES3
RARS	RARS
RARS2	RARS2
RARS2	RARSL
RASGRF2	Ras-GRF2
RASA1	RASA
RASA1	RASA1
RASA2	RASA2
RASA3	RASA3
RASA4	RASA4
RASA4B	RASA4B
SYNGAP1	RASA5
RASAL1	RASAL
RASAL1	RASAL1
RASAL2	RASAL2
RASAL3	RASAL3
RASD1	RASD1
RASD2	RASD2
RAB44	RASD3
RASEF	RASEF
RASGEF1A	RASGEF1A
RASGEF1B	RASGEF1B
RASGEF1C	RASGEF1C
KNDC1	RASGEF2
RASGRF1	RASGRF1
RASGRF2	RASGRF2
RABIF	RASGRF3
RASGRP1	RASGRP
RASGRP1	RASGRP1
RASGRP2	RASGRP2
RASGRP3	RASGRP3
RASGRP4	RASGRP4
MMP19	RASI-1
RASIP1	RASIP1
RADIL	RASIP2
RASL10A	RASL10A
RASL10B	RASL10B
RASL11A	RASL11A
RASL11B	RASL11B
RASL12	RASL12
RAB44	RASL13
RHOQ	RASL7A
RHOJ	RASL7B
RAB40C	RASL8C
HHAT	rasp
RASSF1	RASSF1
RASSF10	RASSF10
RASSF2	RASSF2
RASSF3	RASSF3
RASSF4	RASSF4
RIN2	RASSF4
RASSF5	RASSF5
RASSF6	RASSF6
RASSF7	RASSF7
RASSF8	RASSF8
RASSF9	RASSF9
RAVER1	RAVER1
RAVER2	RAVER2
RAX	RAX
PRKRA	RAX
RAX2	RAX2
RAX2	RAXL1
ISX	RAXLX
SH3YL1	Ray
ST7	RAY1
IFT27	RAYL
SCAND1	RAZ1
RB1	RB
RB1	RB1
MED1	RB18A
RB1CC1	RB1CC1
RBL2	Rb2
STMN4	RB3
UBR4	RBAF600
RBAK	RBAK
GTF2IRD1	RBAP2
RBBP7	RbAp46
RBBP4	RbAp48
SLC3A1	RBAT
ARID4A	RBBP1
KDM5A	RBBP2
KDM5B	RBBP2H1A
E2F1	RBBP3
RBBP4	RBBP4
RBBP5	RBBP5
RBBP6	RBBP6
RBBP7	RBBP7
RBBP8	RBBP8
RBBP8NL	RBBP8NL
RBBP9	RBBP9
TRIM17	RBCC
TRIM36	RBCC728
RBCK1	RBCK1
RBCK1	RBCK2
ELMOD3	RBED1
RABL6	RBEL1
C9orf116	RbEST47
RBFA	RBFA
RBFOX1	RBFOX1
RBFOX2	RBFOX2
RBFOX3	RBFOX3
ROBO3	RBIG1
DNAJC27	RBJ
KCNA1	RBK1
RBKS	RBKS
RBL1	RBL1
RBL2	RBL2
KYAT3	RBM1
RBMY1A1	RBM1
RBM10	RBM10
RBM11	RBM11
RBM12	RBM12
RBM12B	RBM12B
MAK16	RBM13
RBM14	RBM14
RBM15	RBM15
RBM15B	RBM15B
SPEN	RBM15C
SCAF8	RBM16
RBM17	RBM17
RBM18	RBM18
RBM19	RBM19
RBMY1A1	RBM2
RBM20	RBM20
TUT1	RBM21
RBM22	RBM22
RBM23	RBM23
RBM24	RBM24
RBM25	RBM25
RBM26	RBM26
RBM27	RBM27
RBM28	RBM28
ELMOD3	RBM29
RBM3	RBM3
RBM4B	RBM30
PABPC1L2A	RBM32A
PABPC1L2B	RBM32B
RBM33	RBM33
RBM34	RBM34
ESRP1	RBM35A
ESRP2	RBM35B
ZCRB1	RBM36
SRSF7	RBM37
RBM38	RBM38
RBM39	RBM39
RBM4	RBM4
RNPC3	RBM40
RBM41	RBM41
RBM42	RBM42
RBM43	RBM43
RBM44	RBM44
RBM45	RBM45
RBM46	RBM46
RBM47	RBM47
RBM48	RBM48
RBM4	RBM4A
RBM4B	RBM4B
RBM4B	RBM4L
RBM5	RBM5
RBM6	RBM6
RBM7	RBM7
RBM8A	RBM8
RBM8A	RBM8A
RBM8A	RBM8B
RBFOX2	RBM9
RBMS1	RBMS1
RBMS2	RBMS2
RBMS3	RBMS3
DND1	RBMS4
RBMX	RBMX
RBMX2	RBMX2
RBMXL1	RBMXL1
RBMXL2	RBMXL2
RBMXL3	RBMXL3
RBMY1A1	RBMY1A1
RBMY1B	RBMY1B
RBMY1D	RBMY1D
RBMY1E	RBMY1E
RBMY1F	RBMY1F
RBMY1J	RBMY1J
RENBP	RBP
SUGP1	RBP
ARID4A	RBP-1
RBPJ	RBP-J
RBPJL	RBP-L
RBP1	RBP1
ARID4A	RBP1
POLR2L	RBP10
ARID4B	RBP1L1
RBP2	RBP2
RIMBP2	RBP2
RBP3	RBP3
E2F1	RBP3
RBP4	RBP4
POLR2D	RBP4
RBP5	RBP5
CRABP1	RBP5
DCTN2	RBP50
TAF15	RBP56
RBP7	RBP7
RNF40	RBP95
RBP1	RBPC
RBP2	RBPC2
RBPJ	RBPJ
RBPJ	RBPJK
RBPJL	RBPJL
RBPMS	RBPMS
RBPMS2	RBPMS2
RBPJ	RBPSUH
RBPJL	RBPSUHL
RBBP5	RBQ3
ESCO2	RBS
STXBP1	rbSec1
RBKS	RBSK
RBSN	RBSN
CTDSPL	RBSP3
SERTAD3	RBT1
LMO1	RBTN1
LMO2	RBTN2
LMO2	RBTNL1
LMO3	RBTNL2
RBX1	RBX1
RGN	RC
INTS11	RC-68
INTS9	RC-74
CBX8	RC1
DMXL2	RC3
NRGN	RC3
RC3H1	RC3H1
RC3H2	RC3H2
PSMA7	RC6-1
RNF139	RCA1
UFL1	RCAD
RCN1	Rcal
RCAN1	RCAN1
RCAN2	RCAN2
RCAN3	RCAN3
EBAG9	RCAS1
RCBTB1	RCBTB1
RCBTB2	RCBTB2
XRCC1	RCC
RCC1	RCC1
RCC1L	RCC1L
RCC2	RCC2
DIRC2	RCC4
RCCD1	RCCD1
PRCC	RCCP1
MET	RCCP2
EDC4	RCD-8
KANSL3	Rcd1
CNOT9	RCD1
CNOT9	RCD1+
C4orf46	RCDG1
RCE1	RCE1
RCE1	RCE1A
RCE1	RCE1B
HIGD1A	RCF1A
HIGD2A	RCF1B
KPNA2	RCH1
KPNA1	RCH2
RCHY1	RCHY1
DDX6	RCK
MAP3K19	RCK
DNPH1	rcl
RCL1	RCL1
RCN1	RCN
RCN1	RCN1
RCN2	RCN2
RCN3	RCN3
CNGA1	RCNC1
CNGB1	RCNC2
CNGA1	RCNCa
CNGB1	RCNCb
RCOR1	RCOR
RXRB	RCoR-1
RCOR1	RCOR1
RCOR2	RCOR2
RCOR3	RCOR3
CRCP	RCP
RAB11FIP1	RCP
OPN1LW	RCP
CRCP	RCP9
PIMREG	RCS1
RCSD1	RCSD1
RCVRN	RCV1
RCVRN	RCVRN
NELFE	RD
PEX7	RD
PHYH	RD
ERMAP	RD
PDE6B	rd1
RPE65	rd12
CEP290	rd16
PRPH2	rd2
RD3	RD3
RD3L	RD3L
TUB	rd5
MFRP	rd6
NR2E3	rd7
PITPNM1	Rd9
RASSF1	RDA32
NELFE	RDBP
POU4F1	RDC-1
ACKR3	RDC1
VIPR1	RDC1
HTR1D	RDC4
ADORA1	RDC7
ADORA2A	RDC8
NXNL1	RDCVF
NXNL2	RdCVF2
PITPNM1	RDGB
PITPNC1	RDGB-BETA
PITPNM1	RDGB1
PITPNM2	RDGB2
PITPNM1	RDGBA1
PITPNM2	RDGBA2
PITPNM3	RDGBA3
PITPNC1	RDGBB
PITPNC1	RDGBB1
SDR16C5	RDH-E2
RDH5	RDH1
RDH10	RDH10
RDH11	RDH11
RDH12	RDH12
RDH13	RDH13
RDH14	RDH14
DHRS9	RDH15
RDH16	RDH16
DHRS3	RDH17
RDH5	RDH5
RAD54B	RDH54
RDH8	RDH8
SDR16C5	RDHE2
DHRS9	RDHL
SDR9C7	RDHS
RDM1	RDM1
NELFE	RDP
SLC1A5	RDRC
ATP6V0A4	RDRTA2
TST	RDS
PRPH2	RDS
PHF5A	Rds3
SMARCB1	RDT
RDX	RDX
MIEN1	Rdx12
GPR161	RE2
PHB2	REA
MDN1	Rea1
MCM8	REC
LPAR1	rec.1.3
ULK4	REC01035
RAD1	REC1
REC114	REC114
WDR61	REC14
SLC7A1	REC1L
RAD51B	REC2
REC8	REC8
REC8	REC8L1
REC8	Rec8p
RAD51	RECA
RECK	RECK
RECQL	RecQ1
BLM	RECQ2
WRN	RECQ3
RECQL4	RecQ4
RECQL5	RecQ5
RECQL	RECQL
RECQL	RecQL1
WRN	RECQL2
BLM	RECQL3
RECQL4	RECQL4
RECQL5	RECQL5
TMBIM1	RECS1
DYRK3	RED
IK	RED
ADARB1	RED1
ADARB2	RED2
DDIT4	REDD-1
DDIT4	REDD1
DDIT4L	REDD2
DYRK3	REDK
REELD1	REELD1
REEP1	REEP1
REEP2	REEP2
REEP3	REEP3
REEP4	REEP4
REEP5	REEP5
REEP6	REEP6
ALYREF	REF
APEX1	REF-1
APEX1	REF1
TFPI2	REF1
RFLNA	RefilinA
RFLNB	RefilinB
REG1A	REG
PSME3	REG-GAMMA
REG3A	REG-III
REG4	REG-IV
REG1A	REG1A
REG1B	REG1B
REG3A	REG3
REG3A	REG3A
REG3G	REG3G
REG4	REG4
REG1B	REGH
REG1B	REGI-BETA
REG1B	REGL
EXTL3	REGR
RASSF1	REH3P21
TSN	REHF-1
DKK3	REIC
TYRO3	Rek
REL	REL
RELB	REL-B
RELA	RELA
RELB	RELB
RELL1	RELL1
RELL2	RELL2
RETNLB	RELMb
RELN	RELN
REG4	RELP
RELT	RELT
REM1	REM
REM1	REM1
REM2	REM2
RRAD	REM3
SLC16A8	REMP
REN	REN
KCTD11	REN
RNLS	renalase
RENBP	RENBP
ATP6AP2	RENR
PQBP1	RENS1
UPF1	RENT1
UPF2	RENT2
UPF3A	RENT3A
UPF3B	RENT3B
CHM	REP-1
CHML	REP-2
REP15	REP15
UBXN8	REP8
RPA1	REPA1
RPA3	REPA3
REPIN1	REPIN1
CDCA2	Repo-Man
RPRM	REPRIMO
SPAG6	Repro-SA-1
REPS1	REPS1
REPS2	REPS2
RUVBL2	Reptin52
DPF2	REQ
IK	RER
RER1	RER1
RERE	RERE
RERG	RERG
RERGL	RERGL
FAM193A	RES4-22
SH3BP2	RES4-23
NOP14	RES4-25
RNF4	RES4-26
COA7	RESA1
RESP18	RESP18
REST	REST
RET	RET
GOLGA5	ret-II
VSX2	RET1
GFRA1	RET1L
RET	RET51
DHRS7	retDSR4
GUCY2D	retGC
GUCY2D	RETGC-1
GUCY2F	RetGC-2
GFRA1	RETL1
GFRA2	RETL2
RETN	RETN
RETN	RETN1
RETNLB	RETNLB
RETREG1	RETREG1
RETREG2	RETREG2
RETREG3	RETREG3
RETSAT	RETSAT
DHRS3	retSDR1
HSD17B11	RetSDR2
HSD17B14	retSDR3
DHRS9	RETSDR8
NR1D1	Rev-ErbAalpha
REV1	REV1
REV1	REV1L
REV3L	REV3
REV3L	REV3L
MAD2L2	REV7
ZFP42	REX1
REX1BD	REX1BD
REXO1	REXO1
REXO2	REXO2
REXO4	REXO4
REXO5	REXO5
RPA1	RF-A
ETF1	RF1
MTRF1	RF1
TRIM10	RFB30
RFC1	RFC1
SLC19A1	RFC1
RFC1	RFC140
RFC2	RFC2
RFC3	RFC3
RFC5	RFC36
RFC4	RFC37
RFC3	RFC38
RFC4	RFC4
RFC2	RFC40
RFC5	RFC5
RFESD	RFESD
RFFL	RFFL
NCOA4	RFG
GOLGA5	rfg5
TRIM33	RFG7
RFK	RFK
KLF13	RFLAT-1
RFLNA	RFLNA
RFLNB	RFLNB
RFNG	RFNG
TRIM27	RFP
TRIM13	RFP2
RFPL1	RFPL1
RFPL2	RFPL2
RFPL3	RFPL3
RFPL4A	RFPL4
RFPL4A	RFPL4A
RFPL4AL1	RFPL4AL1
RFPL4B	RFPL4B
NPVF	RFRP
FSCN2	RFSN
RFT1	RFT1
RFTN1	RFTN1
RFTN2	RFTN2
SLC52A1	RFVT1
SLC52A2	RFVT2
SLC52A3	RFVT3
TRAF7	RFWD1
RFWD2	RFWD2
RFWD3	RFWD3
RFXANK	RFX-B
RFX1	RFX1
RFX2	RFX2
RFX3	RFX3
RFX4	RFX4
RFX5	RFX5
RFX6	RFX6
RFX7	RFX7
RFX8	RFX8
RFXANK	RFXANK
RFXAP	RFXAP
RFX6	RFXDC1
RFX7	RFXDC2
C4A	RG
GATAD1	RG083M05.2
RNMT	RG7MT1
TRMT10C	RG9MTD1
TRMT10A	RG9MTD2
TRMT10B	RG9MTD3
RTL9	RGAG1
PNMA2	RGAG2
PEG10	RGAG3
RTL5	RGAG4
RGCC	RGC-32
RGCC	RGC32
RGCC	RGCC
RALGDS	RGDS
RALGDS	RGF
RPGRIP1	RGI1
RGL1	RGL
RGL1	RGL1
RGL2	RGL2
RGL3	RGL3
RGL4	RGL4
RGMA	RGM
RGMA	RGMa
RGMA	RGMA
RGMB	RGMB
HFE2	RGMC
RGN	RGN
ARHGEF28	RGNEF
RGP1	RGP1
RGPD1	RGP1
RGPD2	RGP2
RGPD3	RGP3
RGPD4	RGP4
RGPD5	RGP5
RGPD6	RGP6
RGPD1	RGPD1
RGPD2	RGPD2
RGPD3	RGPD3
RGPD4	RGPD4
RGPD5	RGPD5
RGPD6	RGPD6
RGPD8	RGPD8
SEC16B	RGPR
RGL4	Rgr
RGR	RGR
MED14	RGR1
PITX2	RGS
RGS17	RGS-17
SNX13	RGS-PX1
SNX14	RGS-PX2
RGS16	RGS-r
RGS1	RGS1
RGS10	RGS10
RGS11	RGS11
RGS12	RGS12
RGS13	RGS13
RGS18	RGS13
RGS14	RGS14
RGS16	RGS16
RGS17	RGS17
RGS18	RGS18
RGS19	RGS19
GIPC1	RGS19IP1
RGS2	RGS2
RGS20	RGS20
RGS21	RGS21
RGS22	RGS22
RGS3	RGS3
RGS4	RGS4
RGS5	RGS5
RGS6	RGS6
RGS7	RGS7
RGS7BP	RGS7BP
RGS8	RGS8
RGS9	RGS9
RGS9BP	RGS9
RGS9BP	RGS9BP
RGS9	RGS9L
RGS19	RGSGAIP
RGSL1	RGSL1
RGSL1	RGSL2
RGS20	RGSZ1
RGS17	RGSZ2
LYPD2	RGTR430
RHCE	RH
RHD	RH
DDX21	RH-II/GU
DDX50	RH-II/GuB
RHD	Rh30a
RHD	Rh4
RHAG	RH50A
DHX9	RHA
RHAG	RHAG
HMMR	RHAMM
RHBDD1	RHBDD1
RHBDD2	RHBDD2
RHBDD3	RHBDD3
RHBDF1	RHBDF1
RHBDF2	RHBDF2
RHBDL1	RHBDL
RHBDL1	RHBDL1
RHBDL2	RHBDL2
RHBDL3	RHBDL3
RHBDL3	RHBDL4
RHBDF2	RHBDL5
RHBDF2	RHBDL6
RHBDD2	RHBDL7
PARL	RHBDS1
RHBG	RHBG
RHCE	RHCE
RHCG	RHCG
RHD	RHD
RHEB	RHEB
RHEBL1	RHEB2
RHEB	RHEB2
RHEBL1	RHEBL1
DDX42	RHELP
RASD2	Rhes
RHCG	RHGK
RHD	RhII
RHNO1	RHINO
RHNO1	RHNO1
RHOD	Rho
RHO	RHO
RHOA	Rho12
RND1	Rho6
RND2	Rho7
RND3	Rho8
RHOA	RhoA
RHOA	RHOA
RHOB	RhoB
RHOB	RHOB
RHOBTB1	RHOBTB1
RHOBTB2	RHOBTB2
RHOBTB3	RHOBTB3
RHOC	RhoC
RHOC	RHOC
RHOD	RhoD
RHOD	RHOD
RND3	RhoE
RHOF	RHOF
RHOG	RhoG
RHOG	RHOG
ARHGAP1	RhoGAP
ARHGAP22	RhoGAP2
CHN1	RhoGAP2
CHN2	RhoGAP3
ARHGAP4	RhoGAP4
ARHGAP5	RhoGAP5
ARHGAP6	rhoGAPX-1
ARHGDIA	RHOGDI
ARHGDIG	RHOGDI-3
ARHGDIB	RhoGDI2
RHOH	RhoH
RHOH	RHOH
RHOA	RHOH12
RHOB	RHOH6
RHOD	RhoHP1
MPRIP	RHOIP3
RHOJ	RHOJ
GRK1	RHOK
LMO3	Rhom-3
LMO1	RHOM1
LMO2	RHOM2
RND2	RhoN
RHOQ	RHOQ
RND1	RHOS
RHOT1	RHOT1
RHOT2	RHOT2
RHOU	RHOU
RHOV	RHOV
RHOXF1	RHOXF1
RHOXF2	RHOXF2
RHOXF2B	RHOXF2B
RHD	RhPI
RHPN1	RHPN
RHPN1	RHPN1
RHPN2	RHPN2
IFIT5	RI58
EFL1	RIA1
APBB1IP	RIAM
PATZ1	RIAZ
RIT2	RIBA
RIT1	RIBB
RIBC1	RIBC1
RIBC2	RIBC2
CTBP2	ribeye
RPN2	RIBIIR
SNAP25	RIC-4
RIC1	RIC1
RIC3	RIC3
SNAP25	RIC4
RIC8B	RIC8
RIC8A	RIC8A
RIC8B	RIC8B
ARHGAP44	RICH-2
ARHGAP17	RICH1
ARHGAP44	RICH2
RIPK2	RICK
ARHGAP32	RICS
RICTOR	RICTOR
RIDA	RIDA
RNF10	RIE2
PITX2	RIEG
PITX2	RIEG1
RHOF	RIF
RNF34	RIF
RIF1	RIF1
INSL6	RIF1
LRIF1	RIF1
RNF34	RIFF
RFFL	rififylin
RFK	RIFK
ANGPTL8	RIFL
DIRAS1	RIG
DKK3	RIG
RPS15	RIG
LY6E	RIG-E
IFIT3	RIG-G
DDX58	RIG-I
CHD6	RIGB
PER1	RIGUI
UBQLN2	RIHFB2157
RIIAD1	RIIAD1
PDLIM4	RIL
RILP	RILP
PRICKLE1	RILP
RILPL1	RILPL1
RILPL2	RILPL2
RBBP8	RIM
RIMS1	RIM
TSPOAP1	RIM-BP1
RIMBP2	RIM-BP2
RIMS1	RIM1
RIMS2	RIM2
RIMS3	RIM3
TSPOAP1	RIMBP1
RIMBP2	RIMBP2
RIMBP3	RIMBP3
RIMBP3	RIMBP3.1
RIMBP3	RIMBP3A
RIMBP3B	RIMBP3B
RIMBP3C	RIMBP3C
RIMKLA	RIMKLA
RIMKLB	RIMKLB
RIMS1	RIMS1
RIMS2	RIMS2
RIMS3	RIMS3
RIMS4	RIMS4
RIT2	RIN
RIN1	RIN1
RIN2	RIN2
RIN3	RIN3
TRIM41	RINCK
CXXC5	RINF
RING1	RING1
PSMB8	RING10
TAP2	RING11
PSMB9	RING12
RNF2	RING1B
HSD17B8	RING2
RNF2	RING2
BRD2	RING3
BRD3	RING3L
TAP1	RING4
RNF5	RING5
SLC39A7	RING5
HLA-DMA	RING6
HLA-DMB	RING7
SPDYE1	Ringo1
SPDYC	Ringo2
SPDYA	Ringo3
RINL	RINL
RINT1	RINT-1
RINT1	RINT1
ZBTB10	RINZF
ZBTB46	RINZF
RIOK1	RIOK1
RIOK2	RIOK2
RIOK3	RIOK3
RIOX1	RIOX1
RIOX2	RIOX2
AGFG1	RIP
RALBP1	RIP
RIPK1	RIP
RPAIN	RIP
KRR1	RIP-1
RALBP1	RIP1
UQCRFS1	RIP1
RAB11FIP5	RIP11
NR1H4	RIP14
NRIP1	RIP140
NR1H2	RIP15
NCOA1	RIP160
ARHGEF28	RIP2
RIPK2	RIP2
CASP8AP2	RIP25
RIPK3	RIP3
RIPK4	RIP4
C20orf24	RIP5
DSTYK	RIP5
REPIN1	RIP60
MAFA	RIPE3b1
RIPK1	RIPK1
RIPK2	RIPK2
RIPK3	RIPK3
RIPK4	RIPK4
DSTYK	RIPK5
LRRK1	RIPK6
LRRK2	RIPK7
RIPOR1	RIPOR1
RIPOR2	RIPOR2
RIPOR3	RIPOR3
RIPPLY1	RIPPLY1
RIPPLY2	RIPPLY2
RIPPLY3	RIPPLY3
RUFY3	RIPx
APBB1	RIR
RASL12	RIS
TMEM158	RIS1
UQCRFS1	RIS1
CDT1	RIS2
SCPEP1	RISC
UQCRFS1	RISP
RIT1	RIT
RIT1	RIT1
RIT2	RIT2
RITA1	RITA
ZNF331	RITA
RITA1	RITA1
PRDM2	RIZ
PRDM2	RIZ1
PRDM2	RIZ2
WFIKKN1	RJD2
GRK1	RK
KCND2	RK5
MEX3D	RKHD1
MEX3C	RKHD2
MEX3B	RKHD3
MEX3A	RKHD4
PEBP1	RKIP
RELN	RL
RPL14	RL14
SRFBP1	Rlb1
RLBP1	RLBP1
CLVS1	RLBP1L1
CLVS2	RLBP1L2
ITGA9	RLC
NR1H3	RLD-1
RLF	RLF
INSL3	RLF
RAB40AL	RLGP
ABCE1	RLI
ABCE1	RLI1
RLIM	RLIM
RALBP1	RLIP76
TXK	RLK
RTRAF	RLLM1
C10orf99	RLLV1833
RLN1	RLN1
RLN2	RLN2
RLN3	RLN3
RXFP3	RLN3R1
RXFP4	RLN3R2
INSL3	RLNL
RCN3	RLP49
RPS6KA5	RLPK
CARMIL2	RLTPR
RPUSD1	RLUCL
MRPL19	RLX1
RLN2	RLXH2
TIPARP	RM1
RNF5	RMA1
CNGB3	RMCH
RMDN1	RMD1
RMND1	RMD1
NPRL3	RMD11
RMDN2	RMD2
RMDN3	RMD3
RMND5A	RMD5
RMDN1	RMDN1
RMDN2	RMDN2
RMDN3	RMDN3
DNAJC13	RME8
RMI1	RMI1
RMI2	RMI2
FPR3	RMLP-R-I
RMND1	RMND1
RMND5A	RMND5A
RMND5B	RMND5B
URI1	RMP
MRM3	RMTL1
U2AF1	RN
ZNF362	RN
USP6NL	RN-tre
DROSHA	RN3
ALS2CL	RN49018
RCL1	RNAC
ASCC3	RNAH
DDX42	RNAHP
RNASE1	RNASE1
RNASE10	RNASE10
RNASE11	RNASE11
RNASE12	RNASE12
RNASE13	RNASE13
RNASE2	RNASE2
RNASE3	RNASE3
DROSHA	RNASE3L
RNASE4	RNASE4
ANG	RNASE5
RNASE6	RNASE6
RNASET2	RNASE6PL
RNASE7	RNASE7
RNASE8	RNASE8
RNASE9	RNASE9
RNASE10	RNASE9
RNASEH1	RNASEH1
RNASEH2A	RNASEH2A
RNASEH2B	RNASEH2B
RNASEH2C	RNASEH2C
RNASEH2A	RNASEHI
RNASEK	RNASEK
RNASE6	RNaseK6
RNASEL	RNASEL
ABCE1	RNASEL1
ABCE1	RNASELI
DROSHA	RNASEN
RPP40	RNASEP1
RNASET2	RNASET2
EVL	RNB6
RENBP	RNBP
RND1	RND1
RND2	RND2
RND3	RND3
TRIM31	RNF
RING1	RNF1
RNF10	RNF10
TRIM47	RNF100
TRIM48	RNF101
TRIM52	RNF102
RNF103	RNF103
TRIM59	RNF104
TTC3	RNF105
UHRF1	RNF106
UHRF2	RNF107
VPS11	RNF108
TRIM56	RNF109
RNF11	RNF11
PCGF2	RNF110
RNF111	RNF111
C18orf25	RNF111L1
RNF165	RNF111L2
RNF112	RNF112
RNF113A	RNF113
RNF113A	RNF113A
RNF113B	RNF113B
RNF114	RNF114
RNF115	RNF115
TRAF7	RNF119
RLIM	RNF12
RNF121	RNF121
RNF122	RNF122
RNF123	RNF123
RNF125	RNF125
RNF126	RNF126
LONRF3	RNF127
RNF128	RNF128
TRIM60	RNF129
RNF13	RNF13
RNF130	RNF130
PJA2	RNF131
RNF133	RNF133
PCGF6	RNF134
RNF135	RNF135
TRIM68	RNF137
RNF138	RNF138
RNF139	RNF139
RNF14	RNF14
RNF141	RNF141
SH3RF1	RNF142
RNF144A	RNF144
RNF144A	RNF144A
RNF144B	RNF144B
RNF145	RNF145
RNF146	RNF146
TRIM25	RNF147
RNF148	RNF148
RNF149	RNF149
TRIM38	RNF15
RNF150	RNF150
RNF151	RNF151
RNF152	RNF152
MARCH5	RNF153
DTX3	RNF154
DTX4	RNF155
MGRN1	RNF156
RNF157	RNF157
SH3RF2	RNF158
PCGF5	RNF159
TRIM17	RNF16
LTN1	RNF160
RNF113B	RNF161
ZFP36	RNF162A
ZFP36L1	RNF162B
ZFP36L2	RNF162C
CNBP	RNF163
RC3H2	RNF164
RNF165	RNF165
RNF166	RNF166
RNF167	RNF167
RNF168	RNF168
RNF169	RNF169
RNF17	RNF17
RNF170	RNF170
MARCH1	RNF171
MARCH2	RNF172
MARCH3	RNF173
MARCH4	RNF174
RNF175	RNF175
MARCH6	RNF176
MARCH7	RNF177
MARCH8	RNF178
MARCH9	RNF179
TRIM49	RNF18
RNF180	RNF180
RNF181	RNF181
RNF182	RNF182
RNF183	RNF183
MSL2	RNF184
RNF185	RNF185
RNF186	RNF186
RNF187	RNF187
CBLL1	RNF188
RFFL	RNF189
RNF19A	RNF19
MARCH10	RNF190
LONRF1	RNF191
LONRF2	RNF192
MEX3D	RNF193
MEX3C	RNF194
MEX3B	RNF195
CHFR	RNF196
CGRRF1	RNF197
RC3H1	RNF198
RCHY1	RNF199
RNF19A	RNF19A
RNF19B	RNF19B
RNF2	RNF2
RNF20	RNF20
RFWD2	RNF200
RFWD3	RNF201
ZNRF2	RNF202
ZNRF3	RNF203
ZNRF4	RNF204
RAPSN	RNF205
TRAIP	RNF206
RNF207	RNF207
RNF208	RNF208
TRIML1	RNF209
TRIM34	RNF21
RFPL4A	RNF210
RFPL4B	RNF211
RNF212	RNF212
RNF212B	RNF212B
RNF213	RNF213
RNF214	RNF214
RNF215	RNF215
RNF216	RNF216
RNF217	RNF217
MUL1	RNF218
RNF219	RNF219
TRIM3	RNF22
RNF220	RNF220
PHRF1	RNF221
RNF222	RNF222
RNF223	RNF223
RNF224	RNF224
RNF225	RNF225
TRIM39	RNF23
RNF24	RNF24
RNF25	RNF25
RNF26	RNF26
TRIM8	RNF27
TRIM63	RNF28
TRIM55	RNF29
PCGF3	RNF3
TRIM54	RNF30
RNF31	RNF31
RNF32	RNF32
TRIM60	RNF33
RNF34	RNF34
RFFL	RNF34L
TRIM40	RNF35
TRIM61	RNF35
TRIM69	RNF36
UBOX5	RNF37
RNF38	RNF38
RNF39	RNF39
PCGF3	RNF3A
RNF4	RNF4
RNF40	RNF40
RNF41	RNF41
RNF43	RNF43
RNF44	RNF44
AMFR	RNF45
TRIM23	RNF46
BFAR	RNF47
BIRC2	RNF48
BIRC3	RNF49
RNF5	RNF5
BIRC7	RNF50
BMI1	RNF51
BRAP	RNF52
BRCA1	RNF53
RBCK1	RNF54
CBL	RNF55
CBLB	RNF56
CBLC	RNF57
DTX2	RNF58
MID1	RNF59
RNF6	RNF6
MID2	RNF60
MKRN1	RNF61
MKRN2	RNF62
MKRN3	RNF63
MNAT1	RNF66
NEURL1	RNF67
PCGF1	RNF68
PEX10	RNF69
RNF7	RNF7
PJA1	RNF70
PML	RNF71
PEX2	RNF72
RAD18	RNF73
RAG1	RNF74
RBX1	RNF75
TRIM27	RNF76
TRIM13	RNF77
RFPL1	RNF78
RFPL2	RNF79
RNF8	RNF8
HLTF	RNF80
TRIM21	RNF81
TRIM24	RNF82
TRAF4	RNF83
TRAF5	RNF84
TRAF6	RNF85
TRIM2	RNF86
TRIM4	RNF87
TRIM5	RNF88
TRIM6	RNF89
TRIM10	RNF9
TRIM7	RNF90
TRIM9	RNF91
TRIM11	RNF92
TRIM15	RNF93
TRIM22	RNF94
TRIM26	RNF95
TRIM28	RNF96
TRIM3	RNF97
TRIM36	RNF98
TRIM45	RNF99
RNFT1	RNFT1
RNFT2	RNFT2
CAPRIN1	RNG105
CAPRIN2	RNG140
RNGTT	RNGTT
RNH1	RNH
RNH1	RNH1
NLRP4	RNH2
RNASEH2A	RNHIA
RNASEH2A	RNHL
RNLS	RNLS
RNMT	RNMT
TRDMT1	RNMT1
MRM3	RNMTL1
RBMX	RNMX
NLRP12	RNO2
TMED2	RNP24
RBM38	RNPC1
RBM39	RNPC2
RNPC3	RNPC3
RBM23	RNPC4
RBM24	RNPC6
